month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,28,433052.73,103932.66,True,0.0957
2025-08,30,479745.4,57569.45,False,0.0955
2025-09,29,455328.91,109278.94,True,0.1119
2025-10,32,522469.13,62696.3,False,0.1192
2025-11,32,508434.16,122024.2,True,0.1265
2025-12,30,486171.7,116681.21,True,0.1221
2026-01,29,483522.62,58022.71,False,0.1447
2026-02,31,513065.59,61567.87,False,0.1502
2026-03,28,457549.84,109811.96,True,0.159
2026-04,28,461862.09,110846.9,True,0.1533
2026-05,28,470373.84,112889.72,True,0.1845
2026-06,26,423625.63,101670.15,True,0.1745
