month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,30,482962.19,115910.93,True,0.1301
2025-08,41,638470.19,153232.85,True,0.1435
2025-09,44,719779.72,172747.13,True,0.1321
2025-10,37,605551.0,145332.24,True,0.145
2025-11,36,584652.36,70158.28,False,0.1375
2025-12,27,429225.4,103014.1,True,0.1461
2026-01,43,706282.78,84753.93,False,0.1434
2026-02,30,493202.67,118368.64,True,0.1316
2026-03,42,677316.47,162555.95,True,0.1405
2026-04,35,567318.68,136156.48,True,0.1272
2026-05,38,630424.12,75650.89,False,0.128
2026-06,34,565862.91,135807.1,True,0.1275
