tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-30,10,1061120.76,1166235.25,137653.58,True
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-25,5,1074617.27,1074617.27,109529.51,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1017875.23,1017875.23,131141.99,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1094254.58,1094254.58,117988.95,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-28,8,1187049.98,1187049.98,148898.37,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-24,4,1080985.79,1080985.79,138810.73,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-03,11,1092412.95,1092412.95,108281.67,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-23,3,1016400.1,1016400.1,120123.32,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-27,7,998419.42,998419.42,144450.09,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-27,7,970010.03,970010.03,104395.33,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-26,6,1088718.13,1088718.13,118507.8,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-02,13,997930.15,997930.15,76336.35,False
