tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,655365.69,655365.69,71052.57,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-22,2,692617.92,692617.92,85949.78,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,734049.85,734049.85,70023.18,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,996145.48,996145.48,129992.21,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,1095450.58,1095450.58,151128.03,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,791484.91,791484.91,104988.46,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,767926.76,767926.76,108030.94,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,839204.5,839204.5,89661.07,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,869636.23,869636.23,112581.76,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,734337.98,734337.98,108634.41,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,716893.7,716893.7,53795.04,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,789016.03,789016.03,94635.06,False
