tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,755057.57,755057.57,87151.61,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,752130.3,752130.3,100359.15,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,781879.57,781879.57,118115.03,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,988831.29,1029488.44,110931.35,True
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,1237338.47,1237338.47,171754.09,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1052209.02,1052209.02,140870.78,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,956771.61,956771.61,126487.77,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,944986.21,944986.21,124545.02,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,935065.42,935065.42,105405.03,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,815907.32,815907.32,102430.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,882646.19,882646.19,105955.25,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,896315.56,988274.41,110645.2,True
