month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,20,316398.92,75935.74,True,0.0537
2025-08,19,299873.63,71969.67,True,0.048
2025-09,20,317508.4,76202.02,True,0.0712
2025-10,23,364964.05,87591.37,True,0.0777
2025-11,27,443905.43,106537.3,True,0.0541
2025-12,23,363613.26,87267.18,True,0.0672
2026-01,20,328688.16,78885.16,True,0.0697
2026-02,23,375225.84,90054.2,True,0.066
2026-03,22,354894.35,85174.64,True,0.0738
2026-04,21,346239.29,83097.43,True,0.0655
2026-05,20,333459.89,80030.37,True,0.0531
2026-06,20,342554.34,82213.04,True,0.047
