month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,17,279127.15,66990.52,True,0.041
2025-08,19,307189.58,73725.5,True,0.0428
2025-09,19,303134.81,72752.35,True,0.054
2025-10,22,355718.15,85372.36,True,0.0448
2025-11,23,373473.82,89633.72,True,0.0482
2025-12,21,350391.82,84094.04,True,0.0318
2026-01,20,334013.95,80163.35,True,0.0447
2026-02,20,332221.7,79733.21,True,0.052
2026-03,21,339836.79,81560.83,True,0.0469
2026-04,20,319535.56,76688.53,True,0.0449
2026-05,20,333500.35,80040.08,True,0.0583
2026-06,18,296337.42,71120.98,True,0.0532
