tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1215895.91,1215895.91,170492.75,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1261622.04,1261622.04,194819.15,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1216217.74,1216217.74,110128.06,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1368977.62,1368977.62,175013.36,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1461913.94,1461913.94,145096.02,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1226425.02,1226425.02,129123.78,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1306823.46,1162804.51,117983.49,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1525817.67,1525817.67,174811.24,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1165815.2,1165815.2,161524.2,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1423838.46,1423838.46,160443.73,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1489841.52,1489841.52,175829.4,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1236677.2,1236677.2,129424.44,False
