tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-29,9,1040947.45,1040947.45,131216.57,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-24,4,907614.28,907614.28,74150.94,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,912715.42,997994.81,102375.61,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-26,6,922430.01,922430.01,122387.56,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,963232.34,963232.34,130393.98,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-31,11,918673.05,918673.05,104672.53,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-24,4,860218.57,950412.8,116880.25,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-28,8,871778.38,871778.38,105448.99,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,745852.22,745852.22,52725.41,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,844287.89,844287.89,98614.19,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-27,7,759564.98,759564.98,81588.2,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-03,14,738306.94,738306.94,72314.15,False
