month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,202207.83,48529.88,True,0.0424
2025-08,14,226273.32,54305.6,True,0.0519
2025-09,12,197756.82,47461.64,True,0.0313
2025-10,14,227596.61,54623.19,True,0.0626
2025-11,15,235036.9,56408.86,True,0.0324
2025-12,14,230044.54,55210.69,True,0.0353
2026-01,13,214292.64,51430.23,True,0.0278
2026-02,13,205563.0,49335.12,True,0.0465
2026-03,14,227682.94,54643.91,True,0.0417
2026-04,14,228291.61,54789.99,True,0.0399
2026-05,14,236703.75,56808.9,True,0.0477
2026-06,14,229140.62,27496.87,False,0.0421
