tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,898687.1,898687.1,84922.01,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,858622.05,858622.05,113124.35,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,912508.01,912508.01,93826.04,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1453398.04,1453398.04,156700.77,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1413909.43,1413909.43,140587.13,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1137103.87,1137103.87,140775.04,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1004118.14,1004118.14,124782.23,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,1209936.06,1209936.06,137404.12,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1139136.19,1139136.19,117905.7,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,1094952.67,1094952.67,125885.32,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1121502.46,1035143.64,123466.38,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1018676.99,1018676.99,139143.72,False
