month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,27,446897.55,107255.41,True,0.069
2025-08,27,430464.58,103311.5,True,0.0715
2025-09,27,439717.86,105532.29,True,0.0635
2025-10,30,486514.98,58381.8,False,0.0951
2025-11,32,506262.4,60751.49,False,0.0909
2025-12,27,448471.31,107633.11,True,0.0832
2026-01,28,466957.75,112069.86,True,0.0835
2026-02,28,468391.05,112413.85,True,0.0763
2026-03,28,458564.18,110055.4,True,0.0705
2026-04,27,449023.65,107765.68,True,0.0696
2026-05,27,445778.26,106986.78,True,0.0706
2026-06,26,430958.14,103429.95,True,0.0797
