tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,738598.08,738598.08,118331.77,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,872152.85,872152.85,100958.59,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,847220.75,847220.75,109152.66,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,967360.1,967360.1,97374.6,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,1131231.56,1028007.56,153584.48,True
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,949914.69,949914.69,97357.79,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,928460.7,928460.7,99633.95,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1008038.85,1008038.85,126523.0,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,882126.52,882126.52,126057.35,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,899207.24,984077.11,118823.26,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,902002.47,902002.47,85878.15,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,931463.43,931463.43,107319.01,False
