tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-09-06,17,1568993.41,1568993.41,168269.46,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-04,14,980950.24,980950.24,135827.74,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,1506400.74,1506400.74,239044.33,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-25,5,2042036.43,2042036.43,250803.98,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-29,9,1486278.97,1486278.97,161349.47,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-26,6,1197757.0,1197757.0,140411.7,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-24,4,1216785.57,1216785.57,100114.28,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,2170862.79,2170862.79,279589.42,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-29,9,2765260.11,2765260.11,354297.22,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,1304079.7,1304079.7,129978.74,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1040203.31,1139917.37,132994.65,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-28,8,2293089.7,2293089.7,353676.68,False
