month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,50,784567.88,188296.29,True,0.0727
2025-08,32,535205.08,128449.22,True,0.0659
2025-09,48,766887.7,184053.05,True,0.0688
2025-10,46,762323.91,182957.74,True,0.077
2025-11,47,770274.66,184865.92,True,0.0681
2025-12,37,586687.75,140805.06,True,0.0658
2026-01,46,739782.63,177547.83,True,0.0701
2026-02,41,675877.27,162210.54,True,0.0646
2026-03,41,659782.59,158347.82,True,0.0641
2026-04,49,792705.26,95124.63,False,0.0661
2026-05,40,667927.46,80151.3,False,0.0675
2026-06,46,774403.39,92928.41,False,0.0638
