tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1512662.91,1512662.91,192962.19,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,1644789.81,1644789.81,184743.62,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1650232.02,1650232.02,153827.84,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1838748.46,1838748.46,263172.31,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,2028820.93,2028820.93,262106.74,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1953639.09,1953639.09,255458.51,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1647948.34,1647948.34,218119.19,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1618838.99,1618838.99,182748.48,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,2032314.88,2032314.88,282690.39,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1762632.08,1762632.08,200489.8,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1623439.99,1623439.99,155178.47,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1665736.44,1665736.44,227520.72,False
