month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,17,274195.19,65806.85,True,0.0383
2025-08,17,268163.41,64359.22,True,0.0299
2025-09,17,282947.01,67907.28,True,0.0304
2025-10,18,291099.62,69863.91,True,0.0329
2025-11,18,292180.47,70123.31,True,0.0311
2025-12,19,309359.05,74246.17,True,0.0234
2026-01,18,289128.01,69390.72,True,0.0408
2026-02,18,296428.59,71142.86,True,0.0377
2026-03,18,292718.6,70252.46,True,0.0175
2026-04,19,328410.91,78818.62,True,0.0356
2026-05,18,293279.58,70387.1,True,0.0328
2026-06,18,303696.32,72887.12,True,0.0231
