month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,25,401336.82,96320.84,True,0.0155
2025-08,25,394401.41,94656.34,True,0.0112
2025-09,25,399570.63,95896.95,True,0.0227
2025-10,28,448701.58,107688.38,True,0.0128
2025-11,29,483278.32,115986.8,True,0.0129
2025-12,27,451354.02,108324.96,True,0.0156
2026-01,26,424892.33,101974.16,True,0.0084
2026-02,25,417508.66,50101.04,False,0.0177
2026-03,29,491124.17,117869.8,True,0.0063
2026-04,27,446527.12,107166.51,True,0.0245
2026-05,27,447066.42,107295.94,True,0.0253
2026-06,28,462156.64,110917.59,True,0.0203
