tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1213634.7,1213634.7,141363.48,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1118349.01,1118349.01,174899.29,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1274432.39,1274432.39,158372.75,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-23,3,1343477.07,1343477.07,194918.8,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1428080.99,1428080.99,173429.4,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,1498731.89,1498731.89,222943.27,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1224561.94,1224561.94,146088.24,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1267324.92,1267324.92,137248.58,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1294555.37,1294555.37,170321.99,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1295434.73,1295434.73,204438.14,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1264734.11,1264734.11,186651.58,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1265893.24,1265893.24,158743.05,False
