month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,20,311823.16,74837.56,True,0.0807
2025-08,20,324613.87,77907.33,True,0.0793
2025-09,21,358393.21,86014.37,True,0.0616
2025-10,24,391503.25,93960.78,True,0.0865
2025-11,26,401682.95,96403.91,True,0.0792
2025-12,24,387837.19,93080.93,True,0.0737
2026-01,23,379720.58,91132.94,True,0.0819
2026-02,23,374037.15,89768.92,True,0.0649
2026-03,23,375974.26,90233.82,True,0.0778
2026-04,23,388020.31,93124.87,True,0.0748
2026-05,21,350289.2,84069.41,True,0.0841
2026-06,21,352447.5,84587.4,True,0.0736
