tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,636470.29,636470.29,80859.56,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,611445.49,611445.49,56231.13,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-23,3,738922.82,738922.82,67175.61,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,966764.84,966764.84,116806.36,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1069331.54,1069331.54,125137.97,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,862056.24,862056.24,82860.74,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,756261.58,756261.58,103805.46,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,784990.22,784990.22,82177.06,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,804643.01,804643.01,105081.72,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,753318.75,753318.75,87702.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,709579.16,709579.16,67526.17,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,710929.77,710929.77,84547.5,False
