tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-25,5,1683106.17,1683106.17,230504.43,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,1792664.72,1792664.72,188524.63,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1094483.75,1094483.75,104874.25,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-03,13,1206427.01,1206427.01,108343.17,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-01,12,2129702.63,2129702.63,216451.49,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-23,3,1414756.86,1414756.86,171287.06,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,1072753.03,1072753.03,145459.84,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-26,6,1694362.3,1694362.3,153809.79,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-26,6,1172501.11,1172501.11,145546.06,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1619797.34,1619797.34,184394.61,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-26,6,1459327.22,1459327.22,190785.15,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-26,6,821289.14,821289.14,105159.73,False
