month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,14,221686.95,53204.87,True,0.1456
2025-08,12,192022.96,46085.51,True,0.1429
2025-09,15,241853.32,58044.8,True,0.1348
2025-10,13,212574.07,51017.78,True,0.136
2025-11,17,275216.55,66051.97,True,0.1573
2025-12,15,245811.7,58994.81,True,0.159
2026-01,19,315612.07,75746.9,True,0.146
2026-02,16,261885.18,62852.44,True,0.1407
2026-03,14,221611.84,53186.84,True,0.1433
2026-04,16,276509.22,66362.21,True,0.1421
2026-05,16,267245.98,64139.04,True,0.1549
2026-06,17,287550.13,69012.03,True,0.1471
