tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,624756.34,624756.34,57855.85,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,609173.07,609173.07,56760.42,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,670377.55,670377.55,64638.49,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-25,5,737988.57,737988.57,87510.69,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,799915.33,799915.33,89659.94,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,731844.79,731844.79,101287.92,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,676461.72,731012.12,111032.72,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,754982.27,754982.27,86002.82,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,748637.41,748637.41,91620.44,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,662701.54,662701.54,74594.27,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,707664.38,707664.38,79567.37,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,722064.01,722064.01,91954.37,False
