month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,11,175389.3,42093.43,True,0.0866
2025-08,11,174956.39,41989.53,True,0.0726
2025-09,12,192281.37,46147.53,True,0.0913
2025-10,14,231301.29,55512.31,True,0.0867
2025-11,14,230867.49,27704.1,False,0.0777
2025-12,13,217266.92,52144.06,True,0.0734
2026-01,13,216105.35,51865.28,True,0.0743
2026-02,12,197537.95,47409.11,True,0.0915
2026-03,13,212480.22,50995.25,True,0.0877
2026-04,13,212748.31,25529.8,False,0.0838
2026-05,12,198694.33,47686.64,True,0.0742
2026-06,12,197529.88,47407.17,True,0.1022
