tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-22,2,621066.27,686606.72,67185.26,True
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,589770.1,589770.1,86166.99,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,658377.65,658377.65,59038.69,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,764219.52,764219.52,82541.08,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,775017.92,775017.92,100282.53,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,708448.11,708448.11,87907.27,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,720484.74,720484.74,93102.49,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,687376.5,687376.5,112924.88,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-24,4,669060.98,669060.98,94341.32,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,638189.2,638189.2,81381.82,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,683442.91,683442.91,105163.27,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,686191.03,686191.03,85331.11,False
