month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,8,128598.23,30863.58,True,0.036
2025-08,8,128825.73,30918.18,True,0.0332
2025-09,8,128634.74,30872.34,True,0.0286
2025-10,9,144325.84,34638.2,True,0.0403
2025-11,9,146812.79,35235.07,True,0.0447
2025-12,8,131106.93,31465.66,True,0.0284
2026-01,8,126605.26,30385.26,True,0.0348
2026-02,9,145943.65,35026.48,True,0.0378
2026-03,9,152682.75,36643.86,True,0.0335
2026-04,9,148435.55,35624.53,True,0.054
2026-05,9,148762.62,35703.03,True,0.0262
2026-06,8,130339.55,31281.49,True,0.0385
