tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,967075.03,967075.03,93866.87,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1048424.12,1048424.12,166584.2,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1049575.69,1049575.69,102105.1,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1070428.05,1070428.05,142839.27,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1078016.91,1078016.91,122000.53,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1081078.75,1081078.75,135461.18,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1204539.92,1204539.92,127781.45,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1136726.47,1136726.47,101415.65,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1084009.18,1084009.18,106919.51,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1083370.32,1083370.32,121923.85,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1043672.02,1043672.02,175278.1,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,986099.12,986099.12,144029.97,False
