tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1538082.53,1538082.53,168740.65,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1477945.0,1477945.0,170070.09,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1472111.75,1472111.75,178800.45,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1557705.54,1557705.54,239275.57,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1777143.61,1777143.61,199566.11,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1596235.93,1596235.93,193601.9,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1526641.67,1526641.67,159248.44,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,1598648.99,1598648.99,214896.63,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1702067.97,1702067.97,216822.99,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1601549.42,1601549.42,170163.63,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1719308.24,1719308.24,167249.94,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1608491.61,1608491.61,191132.25,False
