month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,406846.48,97643.16,True,0.018
2025-08,26,411228.36,98694.81,True,0.028
2025-09,26,423601.97,101664.47,True,0.0224
2025-10,28,453294.98,108790.8,True,0.0285
2025-11,28,470234.31,112856.23,True,0.0409
2025-12,28,443050.95,53166.11,False,0.0263
2026-01,27,451123.07,108269.54,True,0.0273
2026-02,28,466789.71,112029.53,True,0.0307
2026-03,28,469909.51,112778.28,True,0.0285
2026-04,28,468664.47,112479.47,True,0.0203
2026-05,28,462219.83,110932.76,True,0.0207
2026-06,29,487269.45,116944.67,True,0.0226
