tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-27,7,1073169.88,1073169.88,98748.02,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-29,9,1097214.85,1097214.85,121573.97,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-10,21,1060574.76,1060574.76,140567.89,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-25,5,1113903.16,1113903.16,172159.07,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-31,11,1076500.47,1076500.47,114907.19,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-27,7,970770.89,970770.89,114367.51,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,974784.43,974784.43,126882.97,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-25,5,943929.44,943929.44,80982.71,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-25,5,1047804.04,1047804.04,137323.96,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-25,5,965669.13,1027604.62,114543.7,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,828116.62,828116.62,96912.08,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-30,10,864416.27,864416.27,110105.69,False
