month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,43,708385.52,85006.26,False,0.0955
2025-08,40,620796.94,148991.27,True,0.0855
2025-09,43,687786.44,165068.75,True,0.1062
2025-10,44,727434.44,174584.27,True,0.1384
2025-11,46,776442.83,186346.28,True,0.1457
2025-12,41,671205.74,161089.38,True,0.1534
2026-01,40,671785.66,161228.56,True,0.1657
2026-02,40,635704.43,152569.06,True,0.1929
2026-03,40,662926.44,79551.17,False,0.2003
2026-04,41,685484.77,164516.34,True,0.2081
2026-05,39,684067.12,164176.11,True,0.218
2026-06,38,651273.14,78152.78,False,0.2408
