month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,19,307558.7,36907.04,False,0.1444
2025-08,20,324622.73,38954.73,False,0.1441
2025-09,20,337296.8,80951.23,True,0.1544
2025-10,22,356074.66,85457.92,True,0.1591
2025-11,21,337148.07,40457.77,False,0.1827
2025-12,20,336239.5,40348.74,False,0.1905
2026-01,20,325349.79,78083.95,True,0.1879
2026-02,21,336354.54,80725.09,True,0.2075
2026-03,20,326430.52,39171.66,False,0.2181
2026-04,20,328538.65,78849.28,True,0.2282
2026-05,20,322256.08,38670.73,False,0.2327
2026-06,19,315517.94,37862.15,False,0.2354
