tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,826084.04,826084.04,93405.19,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,884157.63,884157.63,108244.19,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,905787.04,905787.04,56991.48,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1232232.31,1232232.31,106279.0,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1299939.41,1299939.41,160067.77,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1064174.67,1064174.67,117433.36,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,987095.82,987095.82,105983.12,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,974197.07,974197.07,100170.93,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,980558.52,980558.52,97684.21,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,942134.96,942134.96,93434.11,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-27,7,1009259.81,1009259.81,143283.69,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,950307.29,950307.29,133439.5,False
