month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,27,440754.94,105781.19,True,0.0794
2025-08,28,447805.33,107473.28,True,0.0678
2025-09,28,463653.91,111276.94,True,0.0625
2025-10,37,590736.43,70888.37,False,0.0735
2025-11,38,609660.17,146318.44,True,0.061
2025-12,34,545112.38,130826.97,True,0.083
2026-01,31,492530.39,118207.29,True,0.0605
2026-02,32,520067.29,124816.15,True,0.054
2026-03,33,552540.37,132609.69,True,0.0634
2026-04,31,509698.31,122327.59,True,0.0731
2026-05,29,474597.15,56951.66,False,0.0781
2026-06,30,475050.96,114012.23,True,0.0529
