month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,17,270508.9,64922.14,True,0.0773
2025-08,17,272146.1,32657.53,False,0.0723
2025-09,18,286800.33,68832.08,True,0.079
2025-10,21,343350.52,41202.06,False,0.0738
2025-11,23,367556.9,88213.66,True,0.0841
2025-12,20,319596.92,76703.26,True,0.0749
2026-01,20,337024.28,80885.83,True,0.0596
2026-02,19,301305.79,72313.39,True,0.0613
2026-03,20,328711.17,78890.68,True,0.0707
2026-04,20,336053.6,80652.86,True,0.0684
2026-05,19,305871.27,73409.1,True,0.0662
2026-06,19,316639.42,75993.46,True,0.0761
