month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,25,408059.41,97934.26,True,0.0486
2025-08,27,442655.62,106237.35,True,0.0619
2025-09,28,457222.73,109733.46,True,0.0621
2025-10,32,536793.77,128830.5,True,0.055
2025-11,35,578758.64,138902.07,True,0.059
2025-12,30,483209.28,115970.23,True,0.0403
2026-01,29,461124.12,110669.79,True,0.0565
2026-02,30,489995.46,117598.91,True,0.0586
2026-03,29,446681.69,107203.61,True,0.0338
2026-04,29,506680.63,121603.35,True,0.0579
2026-05,27,449218.3,107812.39,True,0.0693
2026-06,28,471333.09,113119.94,True,0.0717
