tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,994303.9,994303.9,116918.98,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1027717.72,1027717.72,105918.99,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1106314.38,1106314.38,105504.83,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1483270.23,1483270.23,144980.13,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1620686.89,1620686.89,205580.38,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1331611.57,1331611.57,126409.17,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1157640.2,1157640.2,157463.49,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1277036.22,1277036.22,142580.5,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1247590.96,1114171.99,154734.31,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1203123.73,1203123.73,144258.57,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-25,5,1123703.96,1123703.96,115911.8,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1139688.17,1139688.17,108064.64,False
