month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,23,358784.24,86108.22,True,0.0598
2025-08,24,388736.15,93296.68,True,0.0731
2025-09,25,409254.43,98221.06,True,0.06
2025-10,29,459609.06,55153.09,False,0.0576
2025-11,32,527185.49,126524.52,True,0.0741
2025-12,28,465270.63,111664.95,True,0.0703
2026-01,26,418169.43,100360.66,True,0.0634
2026-02,27,451085.39,54130.25,False,0.0649
2026-03,27,450009.32,54001.12,False,0.0583
2026-04,26,421416.71,101140.01,True,0.0713
2026-05,24,398177.21,95562.53,True,0.0619
2026-06,25,423624.75,101669.94,True,0.0573
