month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,19,310113.9,74427.34,True,0.0758
2025-08,20,326428.24,39171.39,False,0.0508
2025-09,22,355899.53,85415.89,True,0.06
2025-10,19,312317.5,74956.2,True,0.0705
2025-11,18,292493.0,70198.32,True,0.0681
2025-12,17,284188.47,68205.23,True,0.0551
2026-01,18,290264.45,69663.47,True,0.0612
2026-02,18,293544.01,70450.56,True,0.0593
2026-03,16,258924.52,62141.88,True,0.0647
2026-04,18,306875.62,73650.15,True,0.0634
2026-05,19,306768.1,73624.34,True,0.069
2026-06,17,286474.24,68753.82,True,0.0495
