tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,441179.15,441179.15,65008.51,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,493038.68,493038.68,70397.21,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,477944.23,477944.23,47661.42,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,591431.73,591431.73,80440.45,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,570829.13,570829.13,76229.28,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,544798.03,544798.03,68533.4,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,547425.98,547425.98,52216.06,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,565726.97,565726.97,69504.32,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,578444.48,578444.48,91099.82,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,585694.1,585694.1,72088.67,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,611740.16,611740.16,76597.81,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,608107.42,608107.42,79742.6,False
