tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,793568.53,793568.53,90640.57,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,792044.06,792044.06,97686.72,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,756260.88,691500.85,75231.42,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,972710.9,972710.9,102512.44,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1086069.66,1086069.66,125956.36,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,951570.14,951570.14,79210.1,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,922005.42,922005.42,121880.66,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,880284.89,880284.89,110735.92,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1045741.73,1045741.73,131890.37,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1050740.98,1050740.98,121981.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,871779.75,871779.75,99063.25,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,944492.79,944492.79,117790.39,False
