tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,865420.81,865420.81,101692.75,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,900904.82,900904.82,131337.47,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,870644.87,870644.87,113608.09,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,921704.53,921704.53,135423.66,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1044908.47,1044908.47,113136.6,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,909477.23,909477.23,86751.82,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,892897.56,892897.56,80927.04,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,995084.77,995084.77,92802.44,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,972816.46,972816.46,159502.53,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,928792.63,928792.63,148234.2,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,906934.63,906934.63,123781.86,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,928231.59,928231.59,118041.68,False
