tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,725025.49,725025.49,68822.69,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,749140.21,749140.21,75492.22,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,819176.59,819176.59,104484.6,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,839545.52,839545.52,129191.91,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,964913.95,964913.95,135823.97,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,831562.03,831562.03,104133.78,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,794367.77,794367.77,113456.15,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,779614.29,779614.29,95148.6,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,838287.08,838287.08,95426.67,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,847892.32,847892.32,95427.11,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,879758.31,879758.31,137113.55,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,756127.29,756127.29,73765.36,False
