tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,560656.61,560656.61,58169.1,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,546038.14,546038.14,72081.73,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,666315.93,666315.93,71206.61,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,738579.14,738579.14,88186.63,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,773656.14,773656.14,92213.48,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,698727.99,698727.99,75769.41,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,682740.02,682740.02,64882.84,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,630758.33,630758.33,79613.32,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,738103.59,738103.59,85771.65,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,778183.53,778183.53,86759.28,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,702904.07,702904.07,83334.42,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,657870.01,657870.01,90308.84,False
