month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,11,171535.86,41168.61,True,0.0467
2025-08,11,174273.22,41825.57,True,0.0372
2025-09,12,201247.49,48299.4,True,0.0304
2025-10,12,195066.23,23407.95,False,0.0198
2025-11,12,193532.27,46447.74,True,0.025
2025-12,12,192931.4,46303.54,True,0.0192
2026-01,12,193650.12,46476.03,True,0.0236
2026-02,12,202994.43,24359.33,False,0.0257
2026-03,12,195014.35,46803.44,True,0.0294
2026-04,12,202382.47,48571.79,True,0.0388
2026-05,13,217710.2,52250.45,True,0.0422
2026-06,13,216718.7,52012.49,True,0.0294
