date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,179083.71,146186.51,4,3,0.0156
2025-07-02,191525.84,151713.1,9,4,0.0137
2025-07-03,224894.58,183645.64,3,5,0.0169
2025-07-04,177815.16,132535.8,6,2,0.0088
2025-07-05,136008.27,115867.7,5,0,0.0109
2025-07-06,0.0,0.0,0,0,0.0
2025-07-07,195391.69,166199.68,5,4,0.0132
2025-07-08,207060.13,184461.81,4,5,0.0178
2025-07-09,147689.42,116447.87,7,4,0.0079
2025-07-10,200770.48,161343.66,6,5,0.0076
2025-07-11,126313.58,97468.8,5,0,0.0139
2025-07-12,100810.24,83896.83,5,0,0.0151
2025-07-13,86997.6,73342.21,2,3,0.0128
2025-07-14,180715.44,140509.88,7,2,0.008
2025-07-15,175454.04,141636.14,6,5,0.0092
2025-07-16,233667.6,194869.03,12,4,0.0118
2025-07-17,161898.31,114703.48,3,5,0.0128
2025-07-18,258224.21,205726.35,2,4,0.0099
2025-07-19,84197.84,67634.46,2,1,0.0074
2025-07-20,84270.15,65271.84,3,0,0.0084
2025-07-21,182578.93,148628.3,9,6,0.0155
2025-07-22,146765.06,110119.17,5,3,0.0126
2025-07-23,0.0,0.0,0,0,0.0
2025-07-24,203773.72,158648.14,7,4,0.0105
2025-07-25,173033.53,142059.24,8,7,0.0098
2025-07-26,112753.48,87551.17,7,0,0.0146
2025-07-27,83852.58,67471.14,1,1,0.0118
2025-07-28,198905.68,154089.17,6,5,0.0077
2025-07-29,128480.11,88522.79,3,2,0.0098
2025-07-30,176244.9,142726.38,4,6,0.0144
2025-07-31,209032.93,154496.73,5,6,0.0129
2025-08-01,127954.05,102752.57,3,2,0.0133
2025-08-02,76598.14,58786.7,7,0,0.0091
2025-08-03,103241.16,82563.02,7,1,0.0188
2025-08-04,208765.25,174049.62,5,3,0.0132
2025-08-05,207866.58,165949.4,6,2,0.0094
2025-08-06,234339.36,178608.32,7,4,0.0118
2025-08-07,131312.96,100960.3,3,2,0.0154
2025-08-08,329461.44,281482.54,5,6,0.0087
2025-08-09,90526.31,72153.11,3,1,0.0091
2025-08-10,70810.08,57108.99,3,5,0.0175
2025-08-11,198270.62,154254.43,2,2,0.0057
2025-08-12,212404.79,154016.96,5,7,0.0136
2025-08-13,187318.66,155830.39,4,1,0.0063
2025-08-14,169958.13,131196.55,5,5,0.01
2025-08-15,233156.78,186249.15,2,3,0.0146
2025-08-16,0.0,0.0,0,0,0.0
2025-08-17,88103.81,67341.38,8,4,0.0118
2025-08-18,145298.67,125132.25,5,3,0.0096
2025-08-19,291272.0,243962.35,9,7,0.0087
2025-08-20,0.0,0.0,0,0,0.0
2025-08-21,241567.74,206019.66,10,3,0.0117
2025-08-22,204728.25,164846.1,6,3,0.0126
2025-08-23,102530.38,78099.19,2,2,0.012
2025-08-24,67234.0,52993.22,5,5,0.0099
2025-08-25,163150.66,127991.52,4,2,0.0097
2025-08-26,146331.47,110826.86,2,0,0.0152
2025-08-27,198769.13,155862.73,1,5,0.0158
2025-08-28,190357.75,157930.0,4,2,0.0088
2025-08-29,171925.65,141561.99,3,5,0.0047
2025-08-30,109028.67,83545.61,5,7,0.0064
2025-08-31,87467.47,70733.08,3,1,0.0111
2025-09-01,198545.04,158528.49,6,3,0.0051
2025-09-02,143652.49,108582.07,3,4,0.0122
2025-09-03,188222.11,155978.62,4,2,0.0151
2025-09-04,243924.45,192277.69,3,5,0.0145
2025-09-05,144438.21,113253.09,3,3,0.0144
2025-09-06,133861.94,110691.62,12,4,0.0148
2025-09-07,83932.15,69002.43,8,1,0.0108
2025-09-08,164512.03,135732.56,8,1,0.0103
2025-09-09,228803.18,181916.34,5,2,0.0175
2025-09-10,170221.12,129058.44,8,4,0.0109
2025-09-11,218279.13,167968.44,7,3,0.0131
2025-09-12,180100.21,145249.33,6,3,0.013
2025-09-13,76804.36,58097.99,5,1,0.017
2025-09-14,77740.1,61839.85,5,1,0.0121
2025-09-15,199998.26,160513.07,7,3,0.0129
2025-09-16,203162.55,170466.08,6,3,0.0145
2025-09-17,203619.79,153812.38,5,3,0.0136
2025-09-18,241936.41,198994.98,9,4,0.0103
2025-09-19,298321.13,208513.73,4,2,0.0115
2025-09-20,82754.74,63065.48,2,1,0.011
2025-09-21,115616.08,87066.57,7,1,0.0162
2025-09-22,150198.33,123464.11,4,1,0.0133
2025-09-23,171537.56,130862.21,8,3,0.0089
2025-09-24,151071.57,122302.16,4,3,0.0107
2025-09-25,191864.09,154969.65,3,1,0.0132
2025-09-26,114055.85,87367.51,9,2,0.0101
2025-09-27,73747.0,58972.61,3,1,0.0104
2025-09-28,109707.47,88127.23,4,3,0.0105
2025-09-29,275566.44,212862.24,7,2,0.0091
2025-09-30,137387.36,107051.08,1,1,0.0141
2025-10-01,316022.1,269255.73,3,5,0.015
2025-10-02,178488.56,134112.89,7,7,0.013
2025-10-03,244015.24,209539.89,11,4,0.0124
2025-10-04,72440.12,54963.35,3,3,0.0103
2025-10-05,103863.2,81444.51,9,3,0.0142
