tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-23,3,817537.73,817537.73,96143.52,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-22,2,724000.87,724000.87,98329.76,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,909040.82,909040.82,114625.58,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,1299633.19,1299633.19,147981.98,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1297618.15,1297618.15,194472.94,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,1046133.45,1046133.45,139135.5,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,1029058.65,1029058.65,117180.06,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,1070619.26,1070619.26,95906.89,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,989512.16,989512.16,116639.62,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,961124.38,961124.38,119814.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,884354.12,884354.12,114457.69,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,882304.4,882304.4,89495.51,False
