date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,31616.93,22620.3,68,39,0.0299
2025-07-02,24690.58,17340.21,62,22,0.0253
2025-07-03,33350.69,23187.39,85,30,0.022
2025-07-04,43763.93,31192.03,72,40,0.0228
2025-07-05,31631.48,21082.39,72,27,0.0302
2025-07-06,36668.51,26424.36,91,21,0.0254
2025-07-07,35266.75,24122.3,96,35,0.0271
2025-07-08,33309.44,24939.13,63,29,0.0315
2025-07-09,34587.42,23453.36,74,34,0.0285
2025-07-10,28601.9,20085.03,65,30,0.027
2025-07-11,32523.44,25650.25,89,18,0.0226
2025-07-12,33775.46,22586.73,88,49,0.0266
2025-07-13,35188.61,25844.98,74,21,0.0321
2025-07-14,32746.54,24138.61,86,29,0.0298
2025-07-15,35079.86,27069.91,64,29,0.0298
2025-07-16,28506.69,20114.36,80,29,0.0316
2025-07-17,36583.52,28594.26,62,31,0.0307
2025-07-18,44349.78,31234.36,102,46,0.0268
2025-07-19,41481.07,29470.81,83,42,0.0248
2025-07-20,38837.15,28909.11,79,31,0.0296
2025-07-21,27733.85,21334.64,53,21,0.0206
2025-07-22,34766.97,26279.61,75,34,0.0252
2025-07-23,32084.49,21957.73,83,28,0.028
2025-07-24,33039.53,23619.07,65,29,0.0339
2025-07-25,32793.86,24259.1,96,28,0.0282
2025-07-26,33133.74,24791.16,80,36,0.026
2025-07-27,36806.88,27004.99,82,28,0.0303
2025-07-28,24340.48,16720.38,85,26,0.0269
2025-07-29,27510.75,20963.91,74,20,0.024
2025-07-30,31294.8,23751.3,91,31,0.0218
2025-07-31,28023.04,20519.29,73,26,0.0266
2025-08-01,28674.07,19266.58,70,32,0.0278
2025-08-02,64401.91,45166.71,100,61,0.0235
2025-08-03,35433.26,25190.75,70,29,0.0293
2025-08-04,0.0,0.0,0,0,0.0
2025-08-05,25943.9,17889.66,68,17,0.0258
2025-08-06,30175.8,25142.41,58,23,0.0192
2025-08-07,35246.54,24559.03,69,29,0.0315
2025-08-08,34282.84,24496.39,71,35,0.0311
2025-08-09,45900.93,30001.72,85,31,0.0336
2025-08-10,43011.24,31437.94,96,37,0.0264
2025-08-11,33464.32,23851.18,80,26,0.0312
2025-08-12,34123.01,22412.69,84,24,0.0317
2025-08-13,39188.42,29581.17,92,38,0.0252
