month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,24,377650.18,90636.04,True,0.0951
2025-08,25,395438.0,94905.12,True,0.1
2025-09,26,414805.83,99553.4,True,0.098
2025-10,31,507614.14,121827.39,True,0.1019
2025-11,33,544762.43,130742.98,True,0.1006
2025-12,29,477981.78,114715.63,True,0.0877
2026-01,27,447819.19,107476.61,True,0.107
2026-02,28,453603.51,108864.84,True,0.1015
2026-03,28,468729.95,112495.19,True,0.105
2026-04,28,463987.67,111357.04,True,0.0809
2026-05,26,444747.45,106739.39,True,0.0968
2026-06,27,443898.46,106535.63,True,0.1036
