date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,46813.76,34571.05,78,41,0.044
2025-07-02,53449.74,36715.82,90,48,0.0467
2025-07-03,49674.1,35864.15,93,47,0.0442
2025-07-04,40038.46,30613.5,90,32,0.0426
2025-07-05,55328.15,40080.59,114,55,0.041
2025-07-06,61585.91,41730.47,94,54,0.0434
2025-07-07,52380.96,38150.63,91,50,0.0405
2025-07-08,56631.5,39773.16,90,57,0.039
2025-07-09,59913.13,40418.53,98,46,0.0477
2025-07-10,58611.66,41619.77,115,54,0.0465
2025-07-11,29827.56,21613.63,82,26,0.0424
2025-07-12,72174.7,54446.8,98,61,0.0483
2025-07-13,76083.47,57962.25,99,69,0.0438
2025-07-14,45192.46,30347.12,98,39,0.0419
2025-07-15,49237.36,36452.35,102,41,0.0437
2025-07-16,44717.62,29530.96,81,35,0.0499
2025-07-17,46511.03,30861.22,84,35,0.0432
2025-07-18,48561.27,36049.97,88,41,0.0439
2025-07-19,47533.23,37520.32,85,37,0.0466
2025-07-20,0.0,0.0,0,0,0.0
2025-07-21,42258.36,28679.74,86,34,0.045
2025-07-22,59094.16,45594.67,83,40,0.0476
2025-07-23,53452.93,36444.5,88,46,0.0415
2025-07-24,43882.41,28696.7,71,40,0.0464
2025-07-25,48804.95,36258.07,91,48,0.0486
2025-07-26,64606.28,45940.71,84,54,0.044
2025-07-27,50937.62,36420.58,89,45,0.0411
2025-07-28,55635.44,40038.29,103,41,0.0496
2025-07-29,51056.26,36171.06,98,38,0.0417
2025-07-30,48258.24,37295.86,77,48,0.0414
2025-07-31,52503.22,40597.96,95,44,0.04
2025-08-01,45882.07,31051.52,81,37,0.0483
2025-08-02,74243.37,58195.55,121,71,0.0459
2025-08-03,63515.58,46388.88,103,60,0.0488
2025-08-04,44511.4,29964.25,73,34,0.0435
2025-08-05,43642.34,31275.08,82,36,0.0381
2025-08-06,57152.17,42760.94,104,53,0.0378
2025-08-07,46178.53,33849.36,83,49,0.0448
2025-08-08,42540.45,31067.6,96,41,0.0455
2025-08-09,57753.43,40955.54,97,52,0.0435
2025-08-10,57456.14,44234.81,93,54,0.0477
2025-08-11,50954.21,39066.88,79,38,0.0453
2025-08-12,34068.59,24770.21,71,24,0.0494
2025-08-13,39795.75,29659.54,83,40,0.044
2025-08-14,45105.33,33106.12,93,43,0.0437
2025-08-15,39179.25,28420.31,90,49,0.0418
2025-08-16,49494.36,34869.98,81,40,0.0475
2025-08-17,66675.39,47566.25,106,81,0.0442
2025-08-18,37546.12,25990.84,74,31,0.0462
2025-08-19,42068.04,29294.07,84,31,0.0441
2025-08-20,33068.58,24892.75,60,33,0.044
