tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1325116.71,1325116.71,190858.71,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-26,6,1300317.68,1300317.68,134390.1,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1195466.53,1195466.53,126386.71,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-26,6,1243293.72,1243293.72,156956.43,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1370009.97,1370009.97,178406.43,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-29,9,1195289.47,1195289.47,135208.23,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-24,4,1265704.84,1265704.84,95285.2,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-31,11,1202558.07,1155810.04,200834.44,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1102188.07,1102188.07,136897.94,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1170673.0,1170673.0,99125.69,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1134476.64,1134476.64,162745.69,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-27,7,1092283.93,1092283.93,113395.1,False
