tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,575565.79,575565.79,76090.56,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,537268.09,537268.09,60643.21,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,588024.89,588024.89,70832.62,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,691541.48,691541.48,92392.32,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,630496.69,630496.69,69317.51,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,699562.48,699562.48,98126.3,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,605228.11,605228.11,91464.38,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-24,4,639379.97,639379.97,74388.91,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,645792.41,645792.41,78656.88,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,573894.14,573894.14,47626.7,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,596895.82,596895.82,76490.31,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,627967.09,627967.09,61859.76,False
