tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,1145726.55,1145726.55,145554.98,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1077311.34,1077311.34,89393.29,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,1216952.88,1216952.88,152286.24,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1408962.06,1408962.06,190533.97,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1454658.46,1454658.46,136413.73,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1234911.9,1234911.9,219731.79,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,1167609.08,1167609.08,156587.95,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,1232374.0,1232374.0,155331.92,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1295119.25,1295119.25,154569.08,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1213022.46,1286619.28,143044.52,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1185466.11,1185466.11,128727.39,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1186045.06,1186045.06,147324.85,False
