month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,16,250575.85,30069.1,False,0.0833
2025-08,17,276001.54,33120.18,False,0.1106
2025-09,16,257818.08,61876.34,True,0.1149
2025-10,18,297879.32,35745.52,False,0.1118
2025-11,18,291647.8,34997.74,False,0.1166
2025-12,17,265148.83,63635.72,True,0.1454
2026-01,16,264388.27,63453.18,True,0.1494
2026-02,16,264081.07,63379.46,True,0.1545
2026-03,16,270201.63,64848.39,True,0.1581
2026-04,16,267180.89,64123.41,True,0.1603
2026-05,14,238937.25,28672.47,False,0.1836
2026-06,13,212674.89,25520.99,False,0.1936
