tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-25,5,1302105.7,1302105.7,120901.45,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-29,9,1258629.28,1258629.28,161849.79,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,1444476.57,1444476.57,218371.95,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1396592.19,1396592.19,148872.48,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-03,14,1560404.6,1560404.6,197064.0,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-30,10,1520559.27,1520559.27,167229.19,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,1349973.69,1349973.69,93231.63,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-30,10,1282666.67,1282666.67,172692.93,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-28,8,1423967.58,1505109.47,226308.2,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-31,11,1168335.21,1168335.21,172346.27,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1200899.64,1200899.64,135167.29,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-29,9,1070448.42,1070448.42,176940.25,False
