month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,43,678755.49,162901.32,True,0.0302
2025-08,40,648353.19,155604.77,True,0.0371
2025-09,42,654859.32,78583.12,False,0.0235
2025-10,47,795191.8,190846.03,True,0.0398
2025-11,49,771225.31,185094.07,True,0.0316
2025-12,47,781300.68,187512.16,True,0.0374
2026-01,45,727273.87,174545.73,True,0.0238
2026-02,46,749109.48,179786.28,True,0.0305
2026-03,46,764096.22,183383.09,True,0.0216
2026-04,47,787477.78,94497.33,False,0.0311
2026-05,46,791721.35,190013.12,True,0.0164
2026-06,47,784781.36,188347.53,True,0.0152
