month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,423022.58,101525.42,True,0.0242
2025-08,28,449338.89,107841.33,True,0.0262
2025-09,28,451508.47,108362.03,True,0.0231
2025-10,28,459273.39,110225.61,True,0.022
2025-11,30,481637.71,115593.05,True,0.0219
2025-12,27,460306.65,110473.6,True,0.0299
2026-01,28,459655.93,110317.42,True,0.0059
2026-02,29,468852.88,56262.35,False,0.0226
2026-03,29,494039.03,59284.68,False,0.0281
2026-04,29,468672.98,112481.52,True,0.029
2026-05,28,463151.9,111156.46,True,0.0216
2026-06,28,487184.45,116924.27,True,0.0195
