tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1064999.46,1064999.46,123579.5,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1053018.91,1053018.91,125950.67,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1306924.97,1306924.97,195874.4,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1290879.58,1290879.58,168680.34,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1429670.31,1429670.31,150618.58,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1301565.7,1301565.7,162770.77,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1242136.72,1242136.72,153727.78,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1273544.46,1273544.46,132680.55,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1181360.18,1181360.18,124657.88,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1255376.11,1255376.11,141488.93,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1287351.46,1287351.46,143660.67,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1231350.18,1231350.18,122920.62,False
