date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,94971.4,56754.07,15,9,0.0103
2025-07-02,119304.99,69010.07,9,5,0.0131
2025-07-03,128674.42,65913.96,13,5,0.0102
2025-07-04,0.0,0.0,0,0,0.0
2025-07-05,76725.81,41711.81,11,4,0.0075
2025-07-06,74639.31,42183.56,12,6,0.0058
2025-07-07,136475.34,72060.36,16,7,0.0075
2025-07-08,99037.39,54108.24,10,1,0.0081
2025-07-09,110301.77,56522.02,13,9,0.0097
2025-07-10,109032.98,67610.85,17,8,0.0045
2025-07-11,111139.35,54878.68,8,3,0.0097
2025-07-12,97444.8,58600.09,8,7,0.004
2025-07-13,79179.96,42159.5,9,9,0.0071
2025-07-14,137714.8,76536.45,15,10,0.0052
2025-07-15,95502.45,51361.23,7,3,0.012
2025-07-16,136882.91,76710.11,14,14,0.0108
2025-07-17,121995.96,65814.13,17,11,0.0098
2025-07-18,153748.02,82999.83,12,11,0.0123
2025-07-19,79386.94,46809.85,8,6,0.0119
2025-07-20,62416.52,31623.42,9,7,0.0099
2025-07-21,114050.56,61034.22,10,10,0.0101
2025-07-22,132750.27,71013.04,12,7,0.009
2025-07-23,137999.86,83846.61,11,4,0.0092
2025-07-24,128319.7,67490.68,11,5,0.0027
2025-07-25,90146.52,45507.31,13,10,0.0118
2025-07-26,71220.98,38026.19,11,5,0.0128
2025-07-27,90643.65,46526.63,5,3,0.0075
2025-07-28,116001.23,60742.49,15,7,0.0091
2025-07-29,131717.16,79657.3,14,6,0.0113
2025-07-30,134823.89,63434.09,16,8,0.004
2025-07-31,116057.15,67383.49,12,5,0.0051
2025-08-01,111230.74,61173.95,11,7,0.0134
2025-08-02,85811.69,41280.56,5,5,0.0085
2025-08-03,76474.04,40441.52,7,5,0.01
2025-08-04,115950.11,68519.58,15,8,0.0155
2025-08-05,125378.42,64103.29,17,10,0.0085
2025-08-06,123279.37,64376.28,14,5,0.0112
2025-08-07,149884.82,83922.94,14,8,0.0
2025-08-08,129989.51,70911.98,13,6,0.0089
2025-08-09,63140.76,37202.71,11,8,0.0126
2025-08-10,71642.47,41057.71,9,6,0.0159
2025-08-11,105392.19,58209.69,12,7,0.0077
2025-08-12,137285.81,82937.09,18,9,0.0155
2025-08-13,123822.79,78621.67,10,7,0.003
2025-08-14,97788.23,62598.37,14,2,0.0071
2025-08-15,133778.8,77213.12,15,13,0.0078
2025-08-16,77489.61,47384.94,11,3,0.0049
2025-08-17,87865.68,49881.21,9,8,0.0082
2025-08-18,122936.91,70895.4,15,8,0.0094
2025-08-19,139263.04,73118.27,13,8,0.005
2025-08-20,105217.3,60282.15,13,6,0.0118
2025-08-21,139274.78,82624.45,10,12,0.0146
2025-08-22,144412.0,72334.77,9,8,0.0123
2025-08-23,74881.07,38447.74,13,7,0.0053
2025-08-24,91915.19,53290.48,9,4,0.0071
2025-08-25,134765.33,69514.44,12,12,0.0054
2025-08-26,140129.97,73681.71,13,13,0.0123
2025-08-27,119040.98,67038.63,14,4,0.0133
2025-08-28,116160.95,60173.31,9,8,0.0112
2025-08-29,121048.14,71698.56,16,8,0.0117
2025-08-30,73467.45,43891.34,10,4,0.007
2025-08-31,90797.53,49806.63,9,13,0.0023
2025-09-01,94475.08,45869.32,12,6,0.0081
2025-09-02,120251.88,70358.94,11,6,0.0071
2025-09-03,128598.61,64229.54,10,9,0.0123
2025-09-04,139309.35,76600.18,11,11,0.0093
2025-09-05,134802.15,72690.07,13,10,0.0075
2025-09-06,76390.51,43900.16,17,3,0.0109
2025-09-07,66095.76,37175.19,16,4,0.0144
2025-09-08,130762.37,79642.84,13,8,0.0129
2025-09-09,130894.44,74898.55,15,11,0.0091
2025-09-10,129255.19,78660.92,13,6,0.0107
2025-09-11,125147.61,62562.69,12,7,0.0134
2025-09-12,141755.38,76843.87,14,10,0.0045
2025-09-13,90420.96,47777.81,15,6,0.0107
2025-09-14,86736.65,51564.55,13,5,0.0108
2025-09-15,121308.11,71830.83,9,13,0.0074
2025-09-16,0.0,0.0,0,0,0.0
2025-09-17,0.0,0.0,0,0,0.0
2025-09-18,107820.39,56039.62,17,11,0.0083
2025-09-19,128220.27,71388.07,7,9,0.0081
2025-09-20,81120.28,46173.29,11,7,0.0061
2025-09-21,76950.17,41857.22,12,3,0.0094
2025-09-22,119436.84,62133.8,9,6,0.0118
2025-09-23,130269.86,70223.17,17,9,0.0063
2025-09-24,0.0,0.0,0,0,0.0
2025-09-25,126294.51,67592.43,16,12,0.0064
2025-09-26,168736.96,91010.36,17,6,0.0113
2025-09-27,78183.91,44381.15,7,9,0.0069
2025-09-28,103745.36,62165.01,15,5,0.0093
2025-09-29,95979.66,48867.92,11,4,0.0115
2025-09-30,108209.07,61280.84,15,5,0.0101
2025-10-01,189771.97,109615.23,13,11,0.0109
2025-10-02,150672.11,83467.61,13,16,0.0094
2025-10-03,133968.14,74258.86,17,6,0.0078
2025-10-04,89723.11,46856.1,6,7,0.0091
2025-10-05,76992.67,40538.01,13,6,0.0105
2025-10-06,152228.24,66540.75,17,6,0.0107
2025-10-07,176314.85,90406.77,11,11,0.0126
2025-10-08,155431.3,86310.7,5,8,0.0091
2025-10-09,126591.56,67243.77,18,14,0.0125
2025-10-10,157331.03,86190.73,19,10,0.007
2025-10-11,96680.32,46841.46,10,4,0.0072
2025-10-12,110981.95,59201.13,10,6,0.0128
2025-10-13,161192.7,97709.11,11,11,0.009
2025-10-14,155705.44,68734.65,17,15,0.0112
2025-10-15,176004.38,93930.35,11,16,0.0114
2025-10-16,191729.01,114147.42,9,12,0.0066
2025-10-17,140419.2,78256.42,9,8,0.0131
2025-10-18,107434.64,61488.63,11,6,0.0099
2025-10-19,107706.67,59582.95,6,7,0.0167
2025-10-20,179201.59,90953.44,25,7,0.012
2025-10-21,144820.29,79869.77,7,7,0.0087
2025-10-22,165481.66,93766.38,14,13,0.0107
2025-10-23,134332.97,76439.91,18,7,0.0057
2025-10-24,178733.12,99883.22,14,17,0.0152
2025-10-25,95076.62,49894.44,8,6,0.0098
2025-10-26,107955.93,54514.75,11,5,0.008
2025-10-27,137536.83,86542.31,11,11,0.0048
2025-10-28,129319.87,74822.07,12,5,0.0072
2025-10-29,125716.32,73275.97,10,8,0.0074
2025-10-30,138989.76,75611.79,11,11,0.007
2025-10-31,128581.88,72370.8,13,7,0.014
2025-11-01,112556.38,58827.02,11,9,0.009
2025-11-02,104384.33,52022.82,11,5,0.0095
2025-11-03,161525.09,92223.19,16,7,0.01
2025-11-04,196078.78,109146.1,14,10,0.0097
2025-11-05,152485.16,83189.48,16,15,0.0074
2025-11-06,167106.03,83518.65,18,13,0.0091
2025-11-07,205089.66,119339.88,18,23,0.0118
2025-11-08,94609.41,56417.39,13,6,0.0102
2025-11-09,94497.81,53051.39,11,6,0.0043
2025-11-10,170034.77,77085.57,14,10,0.0128
2025-11-11,151013.74,81603.31,17,15,0.0073
