month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,41,650922.93,156221.5,True,0.0259
2025-08,46,739457.56,88734.91,False,0.0124
2025-09,45,736538.97,176769.35,True,0.0108
2025-10,50,812309.43,194954.26,True,0.0202
2025-11,50,802745.98,192659.04,True,0.0217
2025-12,45,764737.86,183537.09,True,0.0076
2026-01,48,768879.11,184530.99,True,0.002
2026-02,47,799373.1,191849.54,True,0.0107
2026-03,49,813173.85,195161.72,True,0.0138
2026-04,46,763014.2,183123.41,True,0.0253
2026-05,49,804268.25,193024.38,True,0.0026
2026-06,45,755933.1,181423.94,True,0.0191
