tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1195432.37,1195432.37,146618.61,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1254656.96,1254656.96,210700.7,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1317668.23,1317668.23,180650.99,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1496304.99,1496304.99,253475.07,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1548689.96,1548689.96,233324.74,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-23,3,1301017.6,1301017.6,139138.06,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1475340.62,1475340.62,204077.05,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-23,3,1357250.61,1357250.61,143356.27,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1284928.22,1284928.22,197421.03,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1332850.26,1332850.26,154247.43,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1451264.15,1451264.15,169962.13,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,1372412.64,1372412.64,164844.69,False
