date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,233521.63,191239.74,5,4,0.0
2025-07-02,291121.92,221360.24,4,4,0.0032
2025-07-03,326089.14,268459.0,5,9,0.005
2025-07-04,294976.54,217889.1,8,6,0.012
2025-07-05,152055.0,123833.36,2,1,0.0041
2025-07-06,128933.82,103492.24,10,0,0.0018
2025-07-07,311821.32,256371.38,13,9,0.0
2025-07-08,306834.47,251979.26,7,6,0.0098
2025-07-09,294703.49,221603.75,5,5,0.0067
2025-07-10,287097.14,234845.55,11,4,0.0095
2025-07-11,314790.62,247168.51,5,10,0.0046
2025-07-12,87880.43,66056.2,2,0,0.0056
2025-07-13,232775.78,185002.9,6,7,0.0002
2025-07-14,287125.14,210253.97,4,7,0.0063
2025-07-15,511157.93,418155.54,6,10,0.007
2025-07-16,315748.8,237524.96,9,3,0.0116
2025-07-17,254459.62,209650.86,3,5,0.0074
2025-07-18,216149.04,178635.2,4,2,0.0087
2025-07-19,171594.21,141064.99,6,2,0.0019
2025-07-20,184906.42,151147.91,7,2,0.0066
2025-07-21,511284.01,375005.35,9,9,0.0091
2025-07-22,413282.12,342790.96,5,10,0.0
2025-07-23,408695.37,323799.39,6,10,0.0074
2025-07-24,0.0,0.0,0,0,0.0
2025-07-25,362578.39,303431.15,3,8,0.0051
2025-07-26,129743.18,103454.41,2,1,0.0038
2025-07-27,216754.54,179824.52,5,7,0.0014
2025-07-28,467013.59,341539.29,11,8,0.0021
2025-07-29,342617.18,271733.69,10,8,0.0
2025-07-30,277557.81,220315.67,7,6,0.0062
2025-07-31,267178.35,208792.8,4,5,0.0067
2025-08-01,254322.38,206037.52,4,4,0.0047
2025-08-02,138196.69,112690.63,5,0,0.0011
2025-08-03,165750.92,134501.45,5,5,0.0056
2025-08-04,234722.88,187464.27,8,4,0.0015
2025-08-05,394702.89,293492.25,6,9,0.0007
2025-08-06,384005.78,308360.56,8,8,0.0079
2025-08-07,336768.39,273129.65,5,7,0.0018
2025-08-08,262480.61,201614.67,8,3,0.0045
