month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,10,161104.7,38665.13,True,0.0829
2025-08,10,154916.26,37179.9,True,0.0976
2025-09,10,164769.31,39544.63,True,0.0899
2025-10,11,176684.47,42404.27,True,0.0888
2025-11,12,197033.22,47287.97,True,0.0819
2025-12,11,177852.99,42684.72,True,0.0911
2026-01,10,167569.87,40216.77,True,0.0924
2026-02,12,192854.8,23142.58,False,0.0917
2026-03,11,180405.04,43297.21,True,0.0831
2026-04,11,188832.39,45319.77,True,0.0822
2026-05,11,180212.65,43251.04,True,0.082
2026-06,10,167380.1,40171.22,True,0.0809
